112.679186435      37.720488462       3.09	4.290037	0.000000  1592479035.0572
112.679185812      37.720487390       3.09	4.300718	0.000000  1592479035.1568
112.679184856      37.720485895       3.09	4.317962	0.000000  1592479035.2568
112.679184276      37.720484817       3.09	4.336270	0.000000  1592479035.3574
112.679183709      37.720483703       3.09	4.349849	0.000000  1592479035.4580
112.679183168      37.720482578       3.09	4.365400	0.000000  1592479035.5583
112.679182636      37.720481448       3.09	4.384302	0.000000  1592479035.6584
112.679182128      37.720480337       3.09	4.401616	0.000000  1592479035.7569
112.679181656      37.720479216       3.09	4.411145	0.000000  1592479035.8567
112.679181180      37.720478072       3.09	4.420064	0.000000  1592479035.9568
112.679180736      37.720476942       3.09	4.433939	0.000000  1592479036.0568
112.679180328      37.720475839       3.09	4.451270	0.000000  1592479036.1582
112.679180205      37.720474248       3.09	4.464011	0.000000  1592479036.2577
112.679179844      37.720473097       3.09	4.476124	0.000000  1592479036.3583
112.679179515      37.720471966       3.09	4.488201	0.000000  1592479036.4579
112.679179214      37.720470840       3.09	4.502007	0.000000  1592479036.5570
112.679178929      37.720469678       3.09	4.515254	0.000000  1592479036.6572
112.679178652      37.720468483       3.09	4.531486	0.000000  1592479036.7569
112.679178386      37.720467278       3.09	4.548153	0.000000  1592479036.8570
112.679178157      37.720466094       3.09	4.559899	0.000000  1592479036.9579
112.679177952      37.720464917       3.09	4.567963	0.000000  1592479037.0572
112.679177765      37.720463768       3.09	4.578557	0.000000  1592479037.1568
112.679177559      37.720462335       3.09	4.590827	0.000000  1592479037.2573
112.679177411      37.720461156       3.09	4.601980	0.000000  1592479037.3578
112.679177262      37.720459962       3.09	4.618228	0.000000  1592479037.4575
112.679177134      37.720458795       3.09	4.636118	0.000000  1592479037.5570
112.679177044      37.720457609       3.09	4.647742	0.000000  1592479037.6568
112.679176954      37.720456404       3.09	4.659174	0.000000  1592479037.7566
112.679176897      37.720455234       3.09	4.675126	0.000000  1592479037.8569
112.679176865      37.720454072       3.09	4.691742	0.000000  1592479037.9570
112.679176857      37.720452880       3.09	4.704483	0.000000  1592479038.0579
112.679176867      37.720451677       3.09	-1.561930	0.000000  1592479038.1569
112.679176893      37.720450237       3.09	-1.541597	0.000000  1592479038.2572
112.679176957      37.720449068       3.09	-1.527006	0.000000  1592479038.3571
112.679177031      37.720447916       3.09	-1.522172	0.000000  1592479038.4566
112.679177119      37.720446756       3.09	-1.516621	0.000000  1592479038.5573
112.679177222      37.720445605       3.09	-1.507737	0.000000  1592479038.6573
112.679177346      37.720444445       3.09	-1.493496	0.000000  1592479038.7579
112.679177474      37.720443297       3.09	-1.485746	0.000000  1592479038.8568
112.679177605      37.720442193       3.09	-1.481959	0.000000  1592479038.9568
112.679177734      37.720441142       3.09	-1.482727	0.000000  1592479039.0571
112.679177854      37.720440108       3.09	-1.487701	0.000000  1592479039.1572
112.679177568      37.720438383       3.09	-1.493984	0.000000  1592479039.2576
112.679177653      37.720437333       3.09	-1.503793	0.000000  1592479039.3581
112.679177715      37.720436307       3.09	-1.517441	0.000000  1592479039.4570
112.679177767      37.720435275       3.09	-1.527198	0.000000  1592479039.5576
112.679177808      37.720434226       3.09	-1.532800	0.000000  1592479039.6569
112.679177853      37.720433152       3.09	-1.535994	0.000000  1592479039.7568
112.679177900      37.720432059       3.09	-1.538071	0.000000  1592479039.8566
112.679177942      37.720430968       3.09	-1.540148	0.000000  1592479039.9578
112.679177972      37.720429891       3.09	-1.545402	0.000000  1592479040.0567
112.679178001      37.720428805       3.09	-1.547339	0.000000  1592479040.1575
112.679178351      37.720427005       3.09	-1.546030	0.000000  1592479040.2640
112.679178412      37.720425849       3.09	-1.545070	0.000000  1592479040.3579
112.679178482      37.720424674       3.09	-1.540812	0.000000  1592479040.4578
112.679178558      37.720423476       3.09	-1.535733	0.000000  1592479040.5569
112.679178629      37.720422290       3.09	-1.534127	0.000000  1592479040.6575
112.679178700      37.720421143       3.09	-1.533935	0.000000  1592479040.7572
112.679178773      37.720420036       3.09	-1.534179	0.000000  1592479040.8585
112.679178835      37.720418956       3.09	-1.540096	0.000000  1592479040.9618
112.679178880      37.720417906       3.09	-1.549626	0.000000  1592479041.0577
112.679178909      37.720416884       3.09	-1.561755	0.000000  1592479041.1568
112.679179070      37.720415244       3.09	4.707205	0.000000  1592479041.2577
112.679179066      37.720414222       3.09	4.692300	0.000000  1592479041.3578
112.679179043      37.720413212       3.09	4.667359	0.000000  1592479041.4571
112.679178980      37.720412207       3.09	4.639992	0.000000  1592479041.5583
112.679178894      37.720411166       3.09	4.620916	0.000000  1592479041.6573
112.679178796      37.720410090       3.09	4.611980	0.000000  1592479041.7572
112.679178691      37.720408994       3.09	4.609694	0.000000  1592479041.8581
112.679178580      37.720407883       3.09	4.605958	0.000000  1592479041.9584
112.679178468      37.720406771       3.09	4.603882	0.000000  1592479042.0568
112.679178353      37.720405641       3.09	4.602800	0.000000  1592479042.1611
112.679178354      37.720404694       3.09	4.602608	0.000000  1592479042.2579
112.679178247      37.720403556       3.09	4.602398	0.000000  1592479042.3573
112.679178140      37.720402424       3.09	4.602398	0.000000  1592479042.4569
112.679178037      37.720401295       3.09	4.602800	0.000000  1592479042.5569
112.679177935      37.720400166       3.09	4.602904	0.000000  1592479042.6572
112.679177833      37.720399034       3.09	4.602800	0.000000  1592479042.7575
112.679177733      37.720397898       3.09	4.603602	0.000000  1592479042.8583
112.679177635      37.720396764       3.09	4.604667	0.000000  1592479042.9570
112.679177539      37.720395638       3.09	4.604929	0.000000  1592479043.0568
112.679177442      37.720394514       3.09	4.604894	0.000000  1592479043.1569
112.679176879      37.720393389       3.09	4.605750	0.000000  1592479043.2570
112.679176750      37.720392280       3.09	4.605017	0.000000  1592479043.3571
112.679176626      37.720391187       3.09	4.604144	0.000000  1592479043.4568
112.679176501      37.720390090       3.09	4.603637	0.000000  1592479043.5570
112.679176373      37.720389000       3.09	4.601857	0.000000  1592479043.6580
112.679176246      37.720387913       3.09	4.600635	0.000000  1592479043.7572
112.679176117      37.720386823       3.09	4.598628	0.000000  1592479043.8578
112.679175983      37.720385730       3.09	4.596220	0.000000  1592479043.9568
112.679175851      37.720384648       3.09	4.593549	0.000000  1592479044.0570
112.679175713      37.720383565       3.09	4.590164	0.000000  1592479044.1568
112.679175247      37.720382514       3.09	4.585678	0.000000  1592479044.2569
112.679175077      37.720381468       3.09	4.581856	0.000000  1592479044.3568
112.679174904      37.720380417       3.09	4.580442	0.000000  1592479044.4577
112.679174723      37.720379355       3.09	4.577126	0.000000  1592479044.5569
112.679174539      37.720378300       3.09	4.573199	0.000000  1592479044.6574
112.679174351      37.720377248       3.09	4.568749	0.000000  1592479044.7570
112.679174157      37.720376185       3.09	4.565764	0.000000  1592479044.8573
112.679173956      37.720375113       3.09	4.562325	0.000000  1592479044.9586
112.679173752      37.720374049       3.09	4.558887	0.000000  1592479045.0568
112.679173542      37.720372996       3.09	4.554716	0.000000  1592479045.1577
112.679173131      37.720371711       3.09	4.551801	0.000000  1592479045.2573
112.679172900      37.720370647       3.09	4.549637	0.000000  1592479045.3570
112.679172665      37.720369580       3.09	4.547072	0.000000  1592479045.4578
112.679172426      37.720368514       3.09	4.544541	0.000000  1592479045.5578
112.679172185      37.720367443       3.09	4.542830	0.000000  1592479045.6569
112.679171944      37.720366361       3.09	4.541783	0.000000  1592479045.7584
112.679171700      37.720365283       3.09	4.540265	0.000000  1592479045.8579
112.679171453      37.720364200       3.09	4.540177	0.000000  1592479045.9568
112.679171210      37.720363094       3.09	4.542464	0.000000  1592479046.0566
112.679170971      37.720361972       3.09	4.545937	0.000000  1592479046.1570
112.679170658      37.720360782       3.09	4.548258	0.000000  1592479046.2566
112.679170419      37.720359686       3.09	4.551609	0.000000  1592479046.3577
112.679170187      37.720358577       3.09	4.556234	0.000000  1592479046.4570
112.679169957      37.720357481       3.09	4.555886	0.000000  1592479046.5567
112.679169725      37.720356424       3.09	4.554175	0.000000  1592479046.6591
112.679169500      37.720355381       3.09	4.552674	0.000000  1592479046.7571
112.679169266      37.720354317       3.09	4.550894	0.000000  1592479046.8590
112.679169030      37.720353251       3.09	4.550056	0.000000  1592479046.9578
112.679168799      37.720352203       3.09	4.549253	0.000000  1592479047.0567
112.679168567      37.720351151       3.09	4.548834	0.000000  1592479047.1580
112.679168627      37.720349501       3.09	4.548346	0.000000  1592479047.2568
112.679168409      37.720348400       3.09	4.550248	0.000000  1592479047.3579
112.679168190      37.720347257       3.09	4.554803	0.000000  1592479047.4574
112.679167975      37.720346073       3.09	4.562797	0.000000  1592479047.5568
112.679167768      37.720344857       3.09	4.572152	0.000000  1592479047.6568
112.679167571      37.720343645       3.09	4.581839	0.000000  1592479047.7571
112.679167394      37.720342452       3.09	4.593148	0.000000  1592479047.8567
112.679167237      37.720341261       3.09	4.605523	0.000000  1592479047.9568
112.679167096      37.720340072       3.09	4.616221	0.000000  1592479048.0568
112.679166975      37.720338921       3.09	4.626746	0.000000  1592479048.1581
112.679166538      37.720337645       3.09	4.630568	0.000000  1592479048.2581
112.679166419      37.720336543       3.09	4.631859	0.000000  1592479048.3572
112.679166301      37.720335440       3.09	4.633657	0.000000  1592479048.4575
112.679166192      37.720334355       3.09	4.636293	0.000000  1592479048.5569
112.679166082      37.720333262       3.09	4.636694	0.000000  1592479048.6569
112.679165973      37.720332154       3.09	4.637811	0.000000  1592479048.7578
112.679165868      37.720331057       3.09	4.639312	0.000000  1592479048.8576
112.679165768      37.720329961       3.09	4.641371	0.000000  1592479048.9587
112.679165667      37.720328851       3.09	4.643099	0.000000  1592479049.0568
112.679165561      37.720327757       3.09	4.641284	0.000000  1592479049.1576
112.679165287      37.720326441       3.09	4.638701	0.000000  1592479049.2583
112.679165161      37.720325387       3.09	4.636938	0.000000  1592479049.3578
112.679165034      37.720324322       3.09	4.635420	0.000000  1592479049.4581
112.679164908      37.720323239       3.09	4.635141	0.000000  1592479049.5576
112.679164782      37.720322152       3.09	4.636240	0.000000  1592479049.6574
112.679164658      37.720321066       3.09	4.637759	0.000000  1592479049.7578
112.679164528      37.720320004       3.09	4.634442	0.000000  1592479049.8572
